3.97000114567  306.104643477
3.97634637925  580.218734302
4.03697861128  199.531157741
5.99060552917  596.214010628
5.9352609918  1205.32999621
5.91270016127  230.702117722
8.02319535388  1404.09443823
8.00733226992  3718.80921116
8.0076847829  734.037771765
10.0487349191  1907.4036538
10.0892739114  3658.68812296
10.0215914198  734.80448749
11.98614624  1603.57271902
12.0943677239  3278.74082365
12.0347930308  705.114082012
13.9905350266  1193.16829851
13.9457658785  2259.14110213
13.9725568647  416.511707837
15.9998589948  995.963726415
16.0220673124  1955.3630443
15.9191335231  508.623348697
18.010593015  859.673396727
17.9598311463  1666.76067013
18.0687576561  372.385895956
21.0608878039  632.40828053
20.8733509002  1530.81404059
20.9145949185  312.555630954
